compound_smiles,viscosity_value,temperature_K,pressure_kPa
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02891,328.15,101.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0289,367.02,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,292.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,313.15,100.0
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,0.0289,333.15,90.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,313.15,101.325
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,0.0289,333.15,101.325
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,338.0,101.325
CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.0289,348.2,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,318.15,101.325
CCCCCCCCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,338.1,101.325
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,323.15,101.3
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0289,328.0,101.325
CCCC[n+]1ccn(C)c1.O=C([O-])O,0.0289,318.15,101.325
CCCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,308.15,101.0
Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,328.15,101.0
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0289,323.15,101.325
CCn1cc[n+](Cc2ccc(C)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,333.15,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,318.15,101.0
CC[n+]1ccn(C)c1.[O-]c1ccccc1,0.0289,323.15,101.325
[N-](C#N)C#N.c(N(CCCCCCCCCC)CCCCCCCCCC)1c(N(CCCCCCCCCC)CCCCCCCCCC)[c+]1N(CCCCCCCCCC)CCCCCCCCCC,0.0289,353.0,101.325
CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.0289,343.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0289,323.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCC)CCC,0.0289,323.0,101.325
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02889,348.15,50000.0
FC(C(F)(F)F)(S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)F.C(C)[P+](CCCCCCCC)(CC)CC,0.02889,343.15,101.325
CCCCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02887,353.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02886,323.92,100.0
CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02884,338.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02883,323.15,101.0
CCn1cc[n+](C)c1.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,0.02883,288.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,313.0,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0288,328.17,10410.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,313.15,980.0
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.0288,343.15,50000.0
CCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.0288,353.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0288,353.15,101.325
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,338.0,101.325
CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,338.15,100.0
CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,328.15,100.0
CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,0.0288,333.15,101.325
COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,0.0288,333.15,101.325
C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,0.0288,303.0,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0288,323.15,101.0
CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.0288,323.15,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0288,308.15,101.0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0288,298.15,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02879,324.15,100.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02879,328.15,100.0
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02879,308.15,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.02878,306.95,101.325
CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02876,338.15,101.325
CC[NH3+].O=[N+]([O-])[O-],0.02876,298.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02873,343.15,100.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02872,323.9,100.0
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02871,313.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0287,367.02,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0287,313.24,10770.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,333.15,67980.0
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,323.15,15000.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.0287,328.15,101.325
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,308.15,101.325
CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,328.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,312.45,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,303.48,101.325
COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,323.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0287,313.15,101.325
CCCCCCCCCCCCn1cc[n+](CCCCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02864,353.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0286,313.24,10760.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0286,323.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0286,343.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0286,313.15,100.0
[S-]C#N.COCCN1C=[N+](C=C1)C,0.0286,313.15,101.0
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[NH+](C)C,0.0286,313.15,100.0
CCCCCc1c(C)cc(C)c[n+]1CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0286,343.15,101.325
C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0286,333.15,101.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0286,323.0,101.325
FC(C(=O)[O-])(F)F.C(C)OCC[P+](CCCC)(CCCC)CCCC,0.0286,348.1,101.325
CCCC[N+]1(CCCC1)C.[N-](C#N)S(=O)(=O)C(F)(F)F,0.0286,313.0,101.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0286,313.0,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCCC)CCCC,0.0286,323.0,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02859,324.74,100.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02859,278.15,101.325
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.02858,328.15,101.3
CCCCn1cc[n+](C)c1.O=C1O[B-](F)(F)OC1=O,0.02858,323.15,101.325
CCC[n+]1ccn(C)c1.N#C[S-],0.02858,303.15,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02857,318.15,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02857,328.1,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02856,324.15,100.0
CC[n+]1ccn(C)c1.N#C[S-],0.02856,293.15,100.0
CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,0.02856,373.15,101.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02856,313.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02855,313.15,101.325
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02855,308.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.02853,343.0,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.02853,303.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0285,313.24,10760.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,313.3,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,313.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,323.15,62880.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.0285,308.15,101.325
CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.0285,343.15,100.0
CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.0285,343.2,101.325
COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0285,298.15,100.0
CC(=O)[O-].CC[n+]1ccn(C)c1,0.0285,333.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0285,343.0,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0285,298.15,101.325
CCCC[n+]1ccn(C)c1.N#C[S-],0.0285,313.15,101.325
C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,303.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,313.15,101.325
CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,323.15,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,323.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0285,313.15,101.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02848,277.319,101.325
CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02847,343.15,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02845,278.147,101.325
CCCCn1cc[n+](C)c1.N#Cc1ccc([B-](F)(F)F)cc1,0.02845,342.8,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.02842,318.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0284,313.24,10760.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,348.15,73060.0
CCC[n+]1ccccc1.F[B-](F)(F)F,0.0284,333.15,30150.0
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,313.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,302.9,101.325
CC[N+](C)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,348.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,313.15,101.3
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,318.15,101.325
CCCCCC(=O)[O-].OCC[NH2+]c1ccccc1,0.0284,303.15,100.0
CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.0284,348.15,96.7
CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,313.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,323.15,101.325
N#C[S-].OCCc1cccc[nH+]1,0.0284,343.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0284,313.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.02837,318.15,101.325
CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02836,348.35,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02835,323.15,74300.0
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02835,353.25,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02835,303.15,101.3
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.02835,323.15,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.02834,307.5,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02834,323.15,74300.0
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.02833,335.65,101.325
N#CCCn1cc[n+](CCO)c1.N#C[S-],0.02833,353.15,101.325
CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.02833,323.15,101.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02832,278.149,101.325
CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02832,318.15,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02831,318.15,101.325
CCCC[n+]1cccc(C)c1.N#C[N-]C#N,0.0283,308.15,40190.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,313.0,101.325
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,353.15,101.325
CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,333.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,313.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,313.15,101.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,303.0,101.325
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0283,298.15,100.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCCCC)C,0.0283,323.0,101.325
CCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,0.0283,358.0,101.325
CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,323.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0283,313.15,100.7
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02828,313.15,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.02827,293.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02826,323.15,101.325
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02824,308.15,101.325
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02823,338.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02822,323.15,10400.0
CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.02822,363.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0282,367.76,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0282,358.17,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,313.61,100.0
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,333.15,10000.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.0282,363.15,150000.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.0282,278.151,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,313.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.0282,363.15,101.325
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,343.0,101.325
CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,318.15,100.0
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,303.15,101.325
CCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,323.0,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,318.15,101.3
CCCCCC[NH2+]CCN.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,343.15,101.325
CCCC[n+]1cccc(C)c1.N#C[C-](C#N)C#N,0.0282,308.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,0.0282,343.15,101.325
Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0282,348.15,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0282,303.15,100.0
CCCCn1cc[nH+]c1.O=C([O-])C(F)(F)F,0.0282,338.0,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02818,363.15,75200.0
FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,0.02818,328.15,100.0
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02817,363.15,75200.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02814,325.58,100.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.02813,343.2,20120.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02812,328.15,101.0
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.02812,353.15,101.325
Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02811,348.15,101.325
CCCCCC[N+]1(C)CCOCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.02811,358.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0281,358.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0281,358.17,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0281,353.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,313.15,39010.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0281,353.15,10370.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,343.15,83000.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0281,353.15,10000.0
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,333.0,101.325
CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.0281,363.2,101.325
CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0281,308.15,101.325
CCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,318.0,101.325
CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,312.15,100.0
N#C[C-](C#N)C#N.OCCC[n+]1ccccc1,0.0281,323.15,101.0
Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,333.15,101.325
C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,303.15,100.0
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0281,353.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0281,323.15,101.325
CCC[n+]1ccccc1.N#C[N-]C#N,0.0281,298.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,313.15,101.0
C(C1=CC=CC=C1)(=O)[O-].C(CCC)[P+](CC)(CCCC)CCCC,0.0281,343.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,313.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,303.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,323.0,101.325
C1CC[NH2+]CC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0281,343.0,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02809,278.149,101.325
CCC[n+]1ccccc1.F[B-](F)(F)F,0.02809,330.65,101.325
CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.02809,313.15,101.325
CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02805,323.15,101.3
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.028,358.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.028,358.17,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.028,343.15,7100.0
