mpK,Molecule1,Molecule2,YoN
388.95,O=[N+]([O-])c1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1[N+](=O)[O-],0
362.35,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0
444.25,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,0
420.45,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,0
372.15,O=[N+]([O-])c1ccc(SCl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(SCl)c([N+](=O)[O-])c1,0
381.15,O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0
455.85,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
438.15,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0
478.15,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0
347.15,O=C(Cl)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=C(Cl)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0
400.15,O=[N+]([O-])c1ccccc1-c1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1-c1ccccc1[N+](=O)[O-],0
508.15,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,0
306.65,O=[N+]([O-])CCCC[N+](=O)[O-],O=[N+]([O-])CCCC[N+](=O)[O-],0
483.15,O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,0
416.15,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,0
433.65,O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,0
311.35,O=[N+]([O-])CC[N+](=O)[O-],O=[N+]([O-])CC[N+](=O)[O-],0
258.15,O=[N+]([O-])C[N+](=O)[O-],O=[N+]([O-])C[N+](=O)[O-],0
421.15,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,0
490.15,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,0
445.15,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,0
411.15,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,0
418.25,O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],0
387.15,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0
378.75,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,0
335.54999999999995,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,0
407.55,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],0
345.65,CC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
468.65,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,0
432.15,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,0
425.65,CN(C)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CN(C)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
474.75,NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
231.15,CCC([N+](=O)[O-])[N+](=O)[O-],CCC([N+](=O)[O-])[N+](=O)[O-],0
251.75,O=[N+]([O-])CCC[N+](=O)[O-],O=[N+]([O-])CCC[N+](=O)[O-],0
325.15,CC(C)([N+](=O)[O-])[N+](=O)[O-],CC(C)([N+](=O)[O-])[N+](=O)[O-],0
415.15,O=[N+]([O-])C(CO)(CO)[N+](=O)[O-],O=[N+]([O-])C(CO)(CO)[N+](=O)[O-],0
582.15,O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,0
572.15,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,0
480.15,O=NN1CN2CN(C1)CN(N=O)C2,O=NN1CN2CN(C1)CN(N=O)C2,0
429.05,O=NN1CCN(N=O)CC1,O=NN1CCN(N=O)CC1,0
539.15,O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,O=[N+]([O-])c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0
333.15,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,0
316.45,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
346.04999999999995,CCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCC,0
293.15,CCCCCCCCNCCCCCCCC,CCCCCCCCNCCCCCCCC,0
265.45,CCCCCCCCOCCCCCCCC,CCCCCCCCOCCCCCCCC,0
282.75,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,0
298.15,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0
307.15,CC1=CC(=O)O[C@@]2(C1)C[C@H]1CC[C@@H]2CN1C,CC1=CC(=O)O[C@@]2(C1)C[C@H]1CC[C@@H]2CN1C,0
228.15,C1COCOC1,C1COCOC1,0
284.9,C1COCCO1,C1COCCO1,0
356.15,O=C1COC(=O)CO1,O=C1COC(=O)CO1,0
365.65,O=C1COCC(=O)O1,O=C1COCC(=O)O1,0
253.15,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,0
175.94,C1COCO1,C1COCO1,0
295.15,O=c1occo1,O=c1occo1,0
378.65,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,0
494.15,OCC(CO)(CO)COCC(CO)(CO)CO,OCC(CO)(CO)COCC(CO)(CO)CO,0
177.64999999999998,C=C(C)C1CC=C(C)CC1,C=C(C)C1CC=C(C)CC1,0
203.95,CCCCCOCCCCC,CCCCCOCCCCC,0
218.15,CCC(C)(C)OOC(C)(C)CC,CCC(C)(C)OOC(C)(C)CC,0
221.85,CCCCCSCCCCC,CCCCCSCCCCC,0
331.15,CCCCCS(=O)CCCCC,CCCCCS(=O)CCCCC,0
406.15,CN(C)C(=O)C(c1ccccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1,0
377.65,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,0
444.65,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,0
371.15,c1ccc(OCCOc2ccccc2)cc1,c1ccc(OCCOc2ccccc2)cc1,0
374.55,CC(=O)N(c1ccccc1)c1ccccc1,CC(=O)N(c1ccccc1)c1ccccc1,0
335.15,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,0
419.65,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,0
326.35,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,0
569.15,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,O=C(O)c1ccccc1Nc1ccccc1C(=O)O,0
510.15,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,0
317.15,Cl[As](c1ccccc1)c1ccccc1,Cl[As](c1ccccc1)c1ccccc1,0
423.15,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0
362.65,OC(Cc1ccccc1)(c1ccccc1)c1ccccc1,OC(Cc1ccccc1)(c1ccccc1)c1ccccc1,0
378.95,SC(c1ccccc1)(c1ccccc1)c1ccccc1,SC(c1ccccc1)(c1ccccc1)c1ccccc1,0
520.15,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,c1ccc(Nc2ccc(-c3ccc(Nc4ccccc4)cc3)cc2)cc1,0
422.15,C(/C=C/c1ccccc1)=C\c1ccccc1,C(/C=C/c1ccccc1)=C\c1ccccc1,0
359.04999999999995,C(C#Cc1ccccc1)#Cc1ccccc1,C(C#Cc1ccccc1)#Cc1ccccc1,0
300.15,CCCC(c1ccccc1)c1ccccc1,CCCC(c1ccccc1)c1ccccc1,0
325.35,c1ccc(CCCCc2ccccc2)cc1,c1ccc(CCCCc2ccccc2)cc1,0
320.65,CC(/C=C/c1ccccc1)c1ccccc1,CC(/C=C/c1ccccc1)c1ccccc1,0
384.15,O=C(/C=C/C(=O)c1ccccc1)c1ccccc1,O=C(/C=C/C(=O)c1ccccc1)c1ccccc1,0
357.65,O=C(Cl)N(c1ccccc1)c1ccccc1,O=C(Cl)N(c1ccccc1)c1ccccc1,0
430.15,O=C(N=Nc1ccccc1)NNc1ccccc1,O=C(N=Nc1ccccc1)NNc1ccccc1,0
442.15,C(=Nc1ccccc1)=Nc1ccccc1,C(=Nc1ccccc1)=Nc1ccccc1,0
352.04999999999995,O=C(Oc1ccccc1)Oc1ccccc1,O=C(Oc1ccccc1)Oc1ccccc1,0
443.15,O=C(NNc1ccccc1)NNc1ccccc1,O=C(NNc1ccccc1)NNc1ccccc1,0
336.65,c1ccc([Se][Se]c2ccccc2)cc1,c1ccc([Se][Se]c2ccccc2)cc1,0
333.54999999999995,c1ccc(SSc2ccccc2)cc1,c1ccc(SSc2ccccc2)cc1,0
255.15,CC(c1ccccc1)c1ccccc1,CC(c1ccccc1)c1ccccc1,0
324.33,c1ccc(CCc2ccccc2)cc1,c1ccc(CCc2ccccc2)cc1,0
527.15,O=C(Nc1ccccc1)C(=O)Nc1ccccc1,O=C(Nc1ccccc1)C(=O)Nc1ccccc1,0
347.15,c1ccc(NCCNc2ccccc2)cc1,c1ccc(NCCNc2ccccc2)cc1,0
395.65,OC(c1ccccc1)C(O)c1ccccc1,OC(c1ccccc1)C(O)c1ccccc1,0
281.35,C=C(c1ccccc1)c1ccccc1,C=C(c1ccccc1)c1ccccc1,0
346.65,O=CN(c1ccccc1)c1ccccc1,O=CN(c1ccccc1)c1ccccc1,0
364.15,c1ccc(-c2ccc(-c3ccccc3)o2)cc1,c1ccc(-c2ccc(-c3ccccc3)o2)cc1,0
420.15,NC(=Nc1ccccc1)Nc1ccccc1,NC(=Nc1ccccc1)Nc1ccccc1,0
475.15,C(=C/C=C/c1ccccc1)\C=C\c1ccccc1,C(=C/C=C/c1ccccc1)\C=C\c1ccccc1,0
323.65,NN(c1ccccc1)c1ccccc1,NN(c1ccccc1)c1ccccc1,0
401.85,c1ccc(NNc2ccccc2)cc1,c1ccc(NNc2ccccc2)cc1,0
456.15,O=C1NCNC1(c1ccccc1)c1ccccc1,O=C1NCNC1(c1ccccc1)c1ccccc1,0
411.15,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,0
346.15,O=C(C=CC(=O)Oc1ccccc1)Oc1ccccc1,O=C(C=CC(=O)Oc1ccccc1)Oc1ccccc1,0
298.37,c1ccc(Cc2ccccc2)cc1,c1ccc(Cc2ccccc2)cc1,0
313.55999999999995,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0
326.65,S=C(c1ccccc1)c1ccccc1,S=C(c1ccccc1)c1ccccc1,0
415.15,C(=Nc1ccccc1)Nc1ccccc1,C(=Nc1ccccc1)Nc1ccccc1,0
338.15,OC(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1,0
308.15,CP(=O)(Oc1ccccc1)Oc1ccccc1,CP(=O)(Oc1ccccc1)Oc1ccccc1,0
379.65,OCCN1CCCCC1C(c1ccccc1)c1ccccc1,OCCN1CCCCC1C(c1ccccc1)c1ccccc1,0
344.15,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,c1ccc(-c2cnc(-c3ccccc3)o2)cc1,0
386.15,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,0
493.15,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,0
285.15,O=[PH](Oc1ccccc1)Oc1ccccc1,O=[PH](Oc1ccccc1)Oc1ccccc1,0
346.15,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,0
370.65,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,0
279.15,c1ccc(CCCc2ccccc2)cc1,c1ccc(CCCc2ccccc2)cc1,0
302.25,CC(C)(c1ccccc1)c1ccccc1,CC(C)(c1ccccc1)c1ccccc1,0
350.15,O=C(CC(=O)c1ccccc1)c1ccccc1,O=C(CC(=O)c1ccccc1)c1ccccc1,0
345.65,O=C(CCc1ccccc1)c1ccccc1,O=C(CCc1ccccc1)c1ccccc1,0
319.15,CC(=O)C(c1ccccc1)c1ccccc1,CC(=O)C(c1ccccc1)c1ccccc1,0
307.15,O=C(Cc1ccccc1)Cc1ccccc1,O=C(Cc1ccccc1)Cc1ccccc1,0
317.95,O=CC=C(c1ccccc1)c1ccccc1,O=CC=C(c1ccccc1)c1ccccc1,0
322.15,CC=C(c1ccccc1)c1ccccc1,CC=C(c1ccccc1)c1ccccc1,0
329.15,O=C(/C=C/c1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1,0
314.65,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,0
473.15,c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,0
506.65,O=C1NN(c2ccccc2)C(=O)C1c1ccccc1,O=C1NN(c2ccccc2)C(=O)C1c1ccccc1,0
274.45,c1ccc([Se]c2ccccc2)cc1,c1ccc([Se]c2ccccc2)cc1,0
394.15,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,O=C(CCC(=O)Oc1ccccc1)Oc1ccccc1,0
257.79999999999995,c1ccc(Sc2ccccc2)cc1,c1ccc(Sc2ccccc2)cc1,0
400.15,O=S(=O)(c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,0
343.35,O=S(c1ccccc1)c1ccccc1,O=S(c1ccccc1)c1ccccc1,0
426.15,S=C(Nc1ccccc1)Nc1ccccc1,S=C(Nc1ccccc1)Nc1ccccc1,0
371.15,c1ccc(N=NNc2ccccc2)cc1,c1ccc(N=NNc2ccccc2)cc1,0
462.15,NC(=O)N(c1ccccc1)c1ccccc1,NC(=O)N(c1ccccc1)c1ccccc1,0
509.15,O=C(Nc1ccccc1)Nc1ccccc1,O=C(Nc1ccccc1)Nc1ccccc1,0
216.15,O=C(Cl)OC(Cl)(Cl)Cl,O=C(Cl)OC(Cl)(Cl)Cl,0
272.65,C1CCN(CCN2CCCCC2)CC1,C1CCN(CCN2CCCCC2)CC1,0
340.25,C(CC1CCNCC1)CC1CCNCC1,C(CC1CCNCC1)CC1CCNCC1,0
505.15,COc1c(Cl)c(C)c2c(c1Cl)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,COc1c(Cl)c(C)c2c(c1Cl)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,0
378.15,CCSc1nc(NC(C)C)nc(NC(C)C)n1,CCSc1nc(NC(C)C)nc(NC(C)C)n1,0
175.84999999999997,CCCOCOCCC,CCCOCOCCC,0
257.45,CCCOC(=O)CCCCC(=O)OCCC,CCCOC(=O)CCCCC(=O)OCCC,0
210.15,CCCNCCC,CCCNCCC,0
468.15,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0
187.75,CCCSSCCC,CCCSSCCC,0
193.15,COCC(C)OCC(C)O,COCC(C)OCC(C)O,0
158.34999999999997,CCCOCCC,CCCOCCC,0
228.85,CCCOC(=O)C(=O)OCCC,CCCOC(=O)C(=O)OCCC,0
315.65,CCCC1(CCC)OC(=O)NC1=O,CCCC1(CCC)OC(=O)NC1=O,0
267.25,CCCOC(=O)CCC(=O)OCCC,CCCOC(=O)CCC(=O)OCCC,0
170.46999999999997,CCCSCCC,CCCSCCC,0
301.15,CCCS(=O)(=O)CCC,CCCS(=O)(=O)CCC,0
298.15,CCCS(=O)CCC,CCCS(=O)CCC,0
436.15,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,0
478.15,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],[O-][n+]1ccccc1SSc1cccc[n+]1[O-],0
346.15,c1c[nH]c(Cc2ccc[nH]2)c1,c1c[nH]c(Cc2ccc[nH]2)c1,0
604.15,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,0
334.15,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,0
344.65,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,0
248.15,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,0
305.65,C1CCSSC1,C1CCSSC1,0
327.15,C1CSCSC1,C1CSCSC1,0
384.55,C1CSCCS1,C1CSCCS1,0
493.15,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,0
562.65,O=C(O)c1ccccc1SSc1ccccc1C(=O)O,O=C(O)c1ccccc1SSc1ccccc1C(=O)O,0
429.15,O=C(O)CCSSCCC(=O)O,O=C(O)CCSSCCC(=O)O,0
477.65,CC(C)(SSC(C)(C)[C@@H](N)C(=O)O)[C@@H](N)C(=O)O,CC(C)(SSC(C)(C)[C@@H](N)C(=O)O)[C@@H](N)C(=O)O,0
487.15,NC(=S)NNC(N)=S,NC(=S)NNC(N)=S,0
397.65,C1CN(SSN2CCOCC2)CCO1,C1CN(SSN2CCOCC2)CCO1,0
350.15,C1CSSC1,C1CSSC1,0
223.15,C1CSCS1,C1CSCS1,0
308.15,S=C1SCCS1,S=C1SCCS1,0
338.15,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,0
440.15,S=C(N=Nc1ccccc1)NNc1ccccc1,S=C(N=Nc1ccccc1)NNc1ccccc1,0
331.65,Cc1ccc(N=C=Nc2ccc(C)cc2)cc1,Cc1ccc(N=C=Nc2ccc(C)cc2)cc1,0
354.95,Cc1ccc(CCc2ccc(C)cc2)cc1,Cc1ccc(CCc2ccc(C)cc2)cc1,0
452.15,Cc1ccccc1N=C(N)Nc1ccccc1C,Cc1ccccc1N=C(N)Nc1ccccc1C,0
308.65,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0
430.15,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0
220.95,C=Cc1cccc(C=C)c1,C=Cc1cccc(C=C)c1,0
303.15,C=Cc1ccc(C=C)cc1,C=Cc1ccc(C=C)cc1,0
172.14999999999998,C=COC=C,C=COC=C,0
293.15,C=CSC=C,C=CSC=C,0
247.15,C=CS(=O)(=O)C=C,C=CS(=O)(=O)C=C,0
173.45,C=C[Si](C)(C)O[Si](C)(C)C=C,C=C[Si](C)(C)O[Si](C)(C)C=C,0
598.15,N[C@@H](CSCSC[C@H](N)C(=O)O)C(=O)O,N[C@@H](CSCSC[C@H](N)C(=O)O)C(=O)O,0
324.95,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,0
316.95,CCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCC,0
353.75,CCCCCCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCCCCCC(=O)O,0
344.15,CCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCO,0
367.15,CCCCCCCC/C=C\CCCCCCCCCCCC(N)=O,CCCCCCCC/C=C\CCCCCCCCCCCC(N)=O,0
311.15,C=CCCCCCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCCCCCC,0
306.15,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,0
335.04999999999995,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)O,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)O,0
268.95,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0
193.15,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0
317.15,CCCCCCCCCCCC=O,CCCCCCCCCCCC=O,0
374.15,CCCCCCCCCCCC(N)=O,CCCCCCCCCCCC(N)=O,0
263.6,CCCCCCCCCCCC,CCCCCCCCCCCC,0
341.15,NCCCCCCCCCCCCN,NCCCCCCCCCCCCN,0
399.75,O=C(O)CCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCC(=O)O,0
354.45,OCCCCCCCCCCCCO,OCCCCCCCCCCCCO,0
277.15,CCCCCCCCCCCC#N,CCCCCCCCCCCC#N,0
266.45,CCCCCCCCCCCCS,CCCCCCCCCCCCS,0
316.97,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0
314.95,CCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCC,CCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCC,0
297.35,CCCCCCCCCCCCO,CCCCCCCCCCCCO,0
292.15,CCCCCCCCCCC(C)O,CCCCCCCCCCC(C)O,0
294.15,CCCCCCCCCCC(C)=O,CCCCCCCCCCC(C)=O,0
256.15,CCCCCCCCCCCC(=O)Cl,CCCCCCCCCCCC(=O)Cl,0
237.96,C=CCCCCCCCCCC,C=CCCCCCCCCCC,0
438.65,O=C(O)/C=C/CCCCCCCCC(=O)O,O=C(O)/C=C/CCCCCCCCC(=O)O,0
315.15,CCCCCCCCC/C=C/CC1CC(=O)OC1=O,CCCCCCCCC/C=C/CC1CC(=O)OC1=O,0
274.35,CCCCCCCCCCCCOC(C)=O,CCCCCCCCCCCCOC(C)=O,0
277.15,C=CC(=O)OCCCCCCCCCCCC,C=CC(=O)OCCCCCCCCCCCC,0
300.95,CCCCCCCCCCCCN,CCCCCCCCCCCCN,0
314.65,CCCCCCCCCCCCc1ccc(N)cc1,CCCCCCCCCCCCc1ccc(N)cc1,0
271.15,CCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCc1ccccc1,0
285.75,CCCCCCCCCCCCC1CCCCC1,CCCCCCCCCCCCC1CCCCC1,0
274.65,CCCCCCCCCCCCOC(=O)CS,CCCCCCCCCCCCOC(=O)CS,0
316.65,CCCCCCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,CCCCCCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,0
339.15,CCCCCCCCCCCCc1ccc(O)cc1,CCCCCCCCCCCCc1ccc(O)cc1,0
369.65,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,0
254.15,C#CCCCCCCCCCC,C#CCCCCCCCCCC,0
329.15,CN(C)CCC=C1c2ccccc2CSc2ccccc21,CN(C)CCC=C1c2ccccc2CSc2ccccc21,0
342.85,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0
503.15,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0
406.15,CC1(C)CCC[C@]2(C)[C@H]3C(=O)OCC3=CC[C@@H]12,CC1(C)CCC[C@]2(C)[C@H]3C(=O)OCC3=CC[C@@H]12,0
